code,lat,lon
E02001963,52.438057,-1.528447
E02001964,52.436297,-1.461893
E02001965,52.433475,-1.445831
E02001966,52.432506,-1.499839
E02001967,52.431713,-1.563276
E02001968,52.430597,-1.514455
E02001969,52.425989,-1.522807
E02001970,52.425318,-1.465760
E02001971,52.425943,-1.532126
E02001972,52.424002,-1.496400
E02001973,52.422297,-1.480319
E02001974,52.418609,-1.538933
E02001975,52.416275,-1.461863
E02001976,52.415208,-1.447444
E02001977,52.417119,-1.516696
E02001978,52.416123,-1.474729
E02001979,52.415498,-1.557422
E02001980,52.415313,-1.572191
E02001981,52.413992,-1.495328
E02001982,52.412839,-1.596665
E02001983,52.408761,-1.548753
E02001984,52.405956,-1.473070
E02001985,52.405716,-1.493071
E02001986,52.405846,-1.581041
E02001987,52.405023,-1.531684
E02001988,52.405848,-1.513444
E02001989,52.402698,-1.565453
E02001990,52.401846,-1.446634
E02001991,52.397614,-1.532527
E02001992,52.394251,-1.460965
E02001993,52.393988,-1.575884
E02001994,52.392521,-1.504591
E02001995,52.397148,-1.484664
E02001996,52.386098,-1.464068
E02001997,52.382157,-1.509546
E02001998,52.382232,-1.524806
E02001999,52.382603,-1.551192
E02002000,52.545882,-2.079615
E02002001,52.544569,-2.118166
E02002002,52.541575,-2.130786
E02002003,52.539330,-2.095343
E02002004,52.530591,-2.108551
E02002005,52.522749,-2.089265
E02002006,52.522791,-2.120273
E02002007,52.520848,-2.134067
E02002008,52.516961,-2.109429
E02002009,52.509050,-2.067220
E02002010,52.510049,-2.095713
E02002011,52.505130,-2.166183
E02002012,52.504730,-2.112926
E02002013,52.503093,-2.179579
E02002014,52.501807,-2.075959
E02002015,52.498351,-2.145353
E02002016,52.493309,-2.128955
E02002017,52.489822,-2.077043
E02002018,52.489913,-2.167465
E02002019,52.484338,-2.086753
E02002020,52.484048,-2.158245
E02002021,52.482319,-2.125835
E02002022,52.475576,-2.144976
E02002023,52.475238,-2.166311
E02002024,52.473715,-2.100619
E02002025,52.470728,-2.031915
E02002026,52.469658,-2.120116
E02002027,52.467076,-2.134909
E02002028,52.464657,-2.165101
E02002029,52.464320,-2.023989
E02002030,52.461796,-2.141123
E02002031,52.459256,-2.102702
E02002032,52.458083,-2.083041
E02002033,52.455982,-2.061163
E02002034,52.455771,-2.152839
E02002035,52.452909,-2.020916
E02002036,52.451518,-2.112371
E02002037,52.450281,-2.165992
E02002038,52.446954,-2.055859
E02002039,52.447090,-2.133518
E02002040,52.444176,-2.153469
E02002041,52.441952,-2.122015
E02002042,52.442026,-2.074840
E02002043,52.561372,-2.015404
E02002044,52.557386,-1.964309
E02002045,52.556071,-2.000768
E02002046,52.551919,-1.990857
E02002047,52.552719,-2.022500
E02002048,52.550708,-1.936810
E02002049,52.545061,-2.062487
E02002051,52.540872,-2.045638
E02002052,52.538663,-1.996305
E02002053,52.540400,-1.936427
E02002054,52.539085,-1.947484
E02002055,52.538962,-2.013543
E02002056,52.537477,-2.061562
E02002057,52.526877,-2.063684
E02002058,52.527084,-2.042184
E02002059,52.526582,-1.993541
E02002060,52.520990,-2.014088
E02002061,52.517320,-2.003176
E02002062,52.512248,-1.988347
E02002063,52.512390,-2.041528
E02002064,52.504089,-2.045121
E02002065,52.498541,-1.979334
E02002066,52.495180,-2.000122
E02002067,52.491616,-2.060509
E02002069,52.489082,-2.031119
E02002070,52.488929,-1.971603
E02002071,52.486325,-2.043372
E02002072,52.486144,-2.011861
E02002073,52.485441,-1.985134
E02002074,52.481417,-1.996964
E02002075,52.478252,-2.041318
E02002076,52.476820,-1.974390
E02002077,52.473876,-2.065473
E02002078,52.470940,-1.992642
E02002079,52.468952,-2.006192
E02002080,52.468594,-2.073468
E02002081,52.506650,-1.779583
E02002082,52.507293,-1.752357
E02002083,52.505326,-1.764071
E02002084,52.498671,-1.746223
E02002085,52.490926,-1.752489
E02002086,52.481129,-1.738816
E02002087,52.479189,-1.752483
E02002088,52.476699,-1.729439
E02002089,52.468133,-1.745663
E02002090,52.450908,-1.797028
E02002091,52.445742,-1.775499
E02002092,52.441587,-1.791606
E02002093,52.435907,-1.811183
E02002094,52.429863,-1.801170
E02002095,52.428180,-1.764358
E02002096,52.422182,-1.779152
E02002097,52.429105,-1.656434
E02002098,52.412948,-1.819304
E02002099,52.413413,-1.793193
E02002101,52.405801,-1.854967
E02002102,52.402468,-1.809460
E02002103,52.400547,-1.830930
E02002104,52.399939,-1.783378
E02002105,52.390073,-1.649999
E02002106,52.389434,-1.742814
E02002107,52.388674,-1.791277
E02002108,52.377476,-1.757286
E02002109,52.382651,-1.832106
E02002110,52.647639,-1.941172
E02002111,52.648824,-1.925868
E02002112,52.633330,-1.970944
E02002113,52.632891,-1.927116
E02002114,52.624471,-1.970163
E02002115,52.623899,-1.993435
E02002116,52.623714,-1.917644
E02002117,52.621253,-2.009725
E02002118,52.621943,-2.019281
E02002119,52.618109,-1.953640
E02002120,52.615605,-2.042974
E02002121,52.614801,-1.992830
E02002122,52.609193,-1.984280
E02002123,52.609493,-2.037443
E02002124,52.608749,-1.920180
E02002125,52.607712,-1.955055
E02002126,52.606497,-2.001346
E02002127,52.599181,-1.982934
E02002128,52.599470,-2.033926
E02002129,52.599351,-2.045351
E02002130,52.597699,-2.008016
E02002131,52.596785,-1.920359
E02002132,52.590741,-2.024389
E02002133,52.591524,-1.971186
E02002134,52.589363,-2.056164
E02002135,52.586420,-2.000829
E02002136,52.584108,-2.043954
E02002137,52.581502,-1.885437
E02002138,52.581000,-1.965886
E02002139,52.579002,-1.979725
E02002140,52.574318,-2.003071
E02002141,52.574186,-1.890100
E02002142,52.571571,-2.027920
E02002143,52.572697,-1.985562
E02002144,52.570649,-1.948623
E02002145,52.569859,-2.038780
E02002146,52.564221,-1.975208
E02002147,52.562148,-2.047895
E02002148,52.558228,-1.909336
E02002149,52.626039,-2.118868
E02002150,52.623968,-2.134927
E02002151,52.620658,-2.153813
E02002152,52.616368,-2.100054
E02002153,52.615575,-2.059902
E02002154,52.612829,-2.131494
E02002155,52.611207,-2.115820
E02002156,52.609573,-2.093165
E02002157,52.607877,-2.158573
E02002158,52.607264,-2.067606
E02002159,52.604045,-2.112270
E02002160,52.600647,-2.074279
E02002161,52.598570,-2.144777
E02002162,52.596808,-2.178683
E02002163,52.595939,-2.105656
E02002164,52.594458,-2.135626
E02002165,52.590399,-2.148019
E02002166,52.584705,-2.096425
E02002167,52.582320,-2.185648
E02002168,52.579513,-2.140748
E02002169,52.578620,-2.164096
E02002170,52.577770,-2.067536
E02002171,52.577097,-2.082701
E02002174,52.570029,-2.152320
E02002175,52.568842,-2.067520
E02002176,52.568094,-2.173049
E02002177,52.567731,-2.098282
E02002178,52.564537,-2.134058
E02002179,52.560173,-2.160624
E02002180,52.556950,-2.111016
E02002181,52.554317,-2.063979
E02002182,52.550943,-2.102232
E02002183,53.942423,-1.879933
E02002184,53.926003,-1.816992
E02002185,53.912626,-1.751595
E02002187,53.892299,-1.740219
E02002188,53.876876,-1.875404
E02002189,53.873587,-1.918658
E02002190,53.870125,-1.900579
E02002191,53.865179,-1.923233
E02002192,53.857202,-1.826132
E02002193,53.856313,-1.913609
E02002194,53.854221,-1.928849
E02002195,53.853061,-1.770033
E02002196,53.847921,-1.950422
E02002197,53.848101,-1.830702
E02002198,53.845445,-1.765301
E02002199,53.841037,-1.730496
E02002200,53.836439,-1.798362
E02002201,53.833076,-1.728809
E02002202,53.833399,-1.782208
E02002203,53.830554,-1.760146
E02002204,53.829117,-1.840390
E02002205,53.829666,-1.947815
E02002206,53.824846,-1.747802
E02002207,53.822479,-1.775684
E02002208,53.822766,-1.726409
E02002209,53.818199,-1.712014
E02002210,53.814565,-1.745948
E02002211,53.814235,-1.789365
E02002212,53.813929,-1.811457
E02002213,53.812812,-1.897079
E02002214,53.812676,-1.726200
E02002215,53.807581,-1.787497
E02002216,53.807723,-1.770866
E02002217,53.805517,-1.735781
E02002218,53.804712,-1.825795
E02002219,53.802358,-1.789444
E02002220,53.801138,-1.714999
E02002222,53.797964,-1.808078
E02002223,53.799248,-1.778541
E02002224,53.795590,-1.723305
E02002225,53.792271,-1.847265
E02002226,53.787819,-1.775733
E02002227,53.784221,-1.738533
E02002228,53.785334,-1.716946
E02002229,53.781743,-1.816446
E02002230,53.780597,-1.757977
E02002231,53.780041,-1.801133
E02002232,53.777576,-1.786530
E02002233,53.777530,-1.767738
E02002234,53.775468,-1.708967
E02002235,53.774164,-1.749376
E02002236,53.770613,-1.777977
E02002237,53.770658,-1.797877
E02002238,53.767575,-1.765880
E02002239,53.766597,-1.725217
E02002240,53.766434,-1.849881
E02002241,53.759717,-1.790650
E02002242,53.758093,-1.759373
E02002243,53.739844,-1.767590
E02002244,53.758738,-1.885991
E02002245,53.752221,-1.906499
E02002246,53.746626,-1.823937
E02002247,53.744077,-2.016755
E02002248,53.743106,-1.888957
E02002249,53.737440,-1.878389
E02002250,53.730832,-1.974963
E02002251,53.730495,-1.861905
E02002252,53.730094,-1.905971
E02002253,53.725504,-1.891141
E02002254,53.724901,-1.808162
E02002255,53.723940,-1.875692
E02002256,53.720163,-2.104671
E02002257,53.718118,-1.884147
E02002258,53.719447,-1.779492
E02002259,53.713782,-1.875186
E02002260,53.712351,-1.907124
E02002261,53.709229,-1.846949
E02002262,53.709516,-1.787336
E02002263,53.706234,-1.933747
E02002264,53.705173,-1.863069
E02002265,53.710360,-2.088029
E02002266,53.694033,-1.782473
E02002267,53.689034,-1.800002
E02002268,53.682640,-1.839170
E02002269,53.683854,-1.869449
E02002270,53.673090,-1.942457
E02002271,53.750793,-1.691151
E02002272,53.734950,-1.656614
E02002273,53.730960,-1.743852
E02002274,53.730364,-1.688720
E02002275,53.724323,-1.718328
E02002276,53.721899,-1.652442
E02002277,53.714508,-1.619757
E02002278,53.713969,-1.726596
E02002279,53.713187,-1.688440
E02002280,53.712472,-1.641158
E02002281,53.710912,-1.668683
E02002282,53.708714,-1.652926
E02002283,53.705423,-1.634113
E02002284,53.701775,-1.611271
E02002285,53.701866,-1.692584
E02002286,53.698407,-1.654631
E02002287,53.696083,-1.638182
E02002288,53.689376,-1.608035
E02002289,53.686830,-1.649350
E02002290,53.685368,-1.687919
E02002291,53.683852,-1.703717
E02002292,53.679791,-1.756317
E02002293,53.680429,-1.664975
E02002294,53.675883,-1.631278
E02002295,53.671956,-1.760537
E02002296,53.673758,-1.696232
E02002297,53.664817,-1.797954
E02002298,53.661947,-1.625509
E02002299,53.662496,-1.774369
E02002300,53.661916,-1.833427
E02002301,53.659541,-1.789986
E02002302,53.655692,-1.727498
E02002303,53.653617,-1.818654
E02002304,53.651605,-1.800717
E02002305,53.650070,-1.760420
E02002306,53.648122,-1.858833
E02002307,53.648418,-1.745981
E02002308,53.647863,-1.834207
E02002309,53.644507,-1.804861
E02002310,53.642223,-1.747383
E02002311,53.640499,-1.845463
E02002312,53.637769,-1.774840
E02002313,53.637020,-1.798524
E02002314,53.634944,-1.746940
E02002315,53.635418,-1.833748
E02002316,53.633065,-1.697250
E02002317,53.632690,-1.813802
E02002318,53.628697,-1.787207
E02002319,53.622407,-1.870480
E02002320,53.616317,-1.807607
E02002321,53.614773,-1.708693
E02002322,53.604074,-1.922339
E02002323,53.600749,-1.792923
E02002324,53.592901,-1.649456
E02002325,53.593271,-1.852227
E02002326,53.592519,-1.703024
E02002327,53.578731,-1.646990
E02002328,53.569851,-1.802660
E02002329,53.570203,-1.769250
E02002330,53.935573,-1.395750
E02002331,53.930100,-1.376786
E02002332,53.913626,-1.699508
E02002333,53.903017,-1.694234
E02002334,53.898288,-1.351163
E02002335,53.894144,-1.440887
E02002336,53.886383,-1.618496
E02002337,53.877355,-1.723463
E02002338,53.871651,-1.710646
E02002339,53.866335,-1.692900
E02002340,53.865881,-1.680267
E02002341,53.858449,-1.554166
E02002342,53.858393,-1.620302
E02002343,53.855956,-1.684756
E02002344,53.853629,-1.524826
E02002345,53.852018,-1.587221
E02002346,53.850419,-1.620245
E02002347,53.848849,-1.551014
E02002348,53.846566,-1.606161
E02002349,53.845096,-1.507559
E02002350,53.844668,-1.642244
E02002351,53.841317,-1.446340
E02002352,53.841462,-1.531343
E02002353,53.840955,-1.517654
E02002354,53.838594,-1.546841
E02002356,53.834192,-1.650707
E02002357,53.837256,-1.628632
E02002358,53.833886,-1.456755
E02002359,53.830159,-1.389984
E02002360,53.832500,-1.564017
E02002361,53.829062,-1.517113
E02002362,53.828963,-1.611999
E02002363,53.828463,-1.535505
E02002364,53.825312,-1.466704
E02002366,53.823005,-1.500874
E02002367,53.824480,-1.550930
E02002368,53.822655,-1.680302
E02002369,53.821409,-1.481536
E02002370,53.820339,-1.445064
E02002371,53.817454,-1.530397
E02002373,53.818934,-1.582250
E02002374,53.816749,-1.595494
E02002375,53.817031,-1.621321
E02002376,53.815336,-1.501721
E02002377,53.815737,-1.519157
E02002379,53.813898,-1.466278
E02002380,53.814854,-1.640186
E02002381,53.814410,-1.655753
E02002382,53.811483,-1.512010
E02002383,53.811258,-1.571418
E02002384,53.809201,-1.545678
E02002385,53.810079,-1.581581
E02002386,53.808164,-1.442910
E02002387,53.808960,-1.634430
E02002388,53.809056,-1.615238
E02002389,53.808024,-1.492613
E02002390,53.806762,-1.467390
E02002391,53.807260,-1.671886
E02002392,53.803778,-1.562272
E02002393,53.803894,-1.524465
E02002394,53.804803,-1.508622
E02002395,53.803041,-1.691340
E02002396,53.799999,-1.608856
E02002397,53.799735,-1.647658
E02002398,53.797376,-1.462050
E02002399,53.797011,-1.502221
E02002400,53.796477,-1.583878
E02002401,53.794492,-1.482321
E02002402,53.795242,-1.442389
E02002403,53.792884,-1.387736
E02002404,53.793032,-1.522061
E02002405,53.793191,-1.678538
E02002406,53.789683,-1.372345
E02002407,53.791491,-1.609611
E02002408,53.790790,-1.658419
E02002409,53.793494,-1.624074
E02002410,53.788764,-1.589332
E02002411,53.783469,-1.559820
E02002412,53.781185,-1.601117
E02002414,53.779613,-1.549084
E02002415,53.774190,-1.550236
E02002416,53.768868,-1.414672
E02002417,53.767689,-1.360934
E02002418,53.769601,-1.375404
E02002419,53.769364,-1.572719
E02002420,53.768446,-1.559327
E02002421,53.766422,-1.530249
E02002422,53.759439,-1.593101
E02002423,53.756965,-1.524716
E02002424,53.754191,-1.610693
E02002425,53.754161,-1.654047
E02002426,53.753897,-1.452081
E02002427,53.752059,-1.479642
E02002428,53.749484,-1.532205
E02002429,53.750747,-1.491856
E02002430,53.744843,-1.549560
E02002431,53.745400,-1.587967
E02002432,53.740661,-1.395793
E02002433,53.741486,-1.600824
E02002434,53.735824,-1.522562
E02002435,53.736976,-1.605675
E02002436,53.725834,-1.547539
E02002437,53.724303,-1.572478
E02002438,53.728173,-1.308725
E02002439,53.723493,-1.351458
E02002440,53.721084,-1.320496
E02002441,53.718155,-1.368001
E02002442,53.717085,-1.338913
E02002443,53.715041,-1.490700
E02002444,53.710881,-1.475907
E02002445,53.708760,-1.505175
E02002446,53.708151,-1.429353
E02002447,53.706581,-1.241472
E02002448,53.705489,-1.264689
E02002449,53.701232,-1.294699
E02002450,53.701013,-1.406004
E02002451,53.700979,-1.524614
E02002452,53.693812,-1.312985
E02002453,53.692839,-1.418818
E02002454,53.687631,-1.494520
E02002455,53.687154,-1.297136
E02002456,53.686824,-1.513097
E02002457,53.687174,-1.479811
E02002458,53.688303,-1.583611
E02002459,53.684784,-1.527241
E02002460,53.681337,-1.314424
E02002461,53.689762,-1.378079
E02002462,53.677325,-1.580717
E02002463,53.674825,-1.533101
E02002464,53.674016,-1.355936
E02002465,53.671235,-1.515643
E02002466,53.669137,-1.565054
E02002467,53.667744,-1.484151
E02002468,53.659969,-1.548742
E02002469,53.656638,-1.426182
E02002470,53.652712,-1.485570
E02002471,53.644103,-1.335316
E02002472,53.647537,-1.592997
E02002473,53.644375,-1.529011
E02002474,53.639780,-1.514052
E02002475,53.640350,-1.473174
E02002476,53.628379,-1.374680
E02002477,53.621589,-1.410957
E02002478,53.616836,-1.274355
E02002479,53.610589,-1.352437
E02002480,53.596819,-1.300230
E02002481,53.591670,-1.289651
E02002482,53.591236,-1.325413
E02002483,54.710317,-1.244202
E02002484,54.703704,-1.212202
E02002485,54.695952,-1.225496
E02002489,54.681576,-1.219806
E02002490,54.673658,-1.216892
E02002491,54.671308,-1.236793
E02002492,54.661676,-1.223414
E02002493,54.659503,-1.194343
E02002494,54.659536,-1.242649
E02002496,54.569903,-1.229025
E02002497,54.569862,-1.205444
E02002498,54.568574,-1.246910
E02002499,54.562014,-1.201727
E02002500,54.560379,-1.240883
E02002501,54.560755,-1.225329
E02002502,54.557480,-1.182593
E02002503,54.557709,-1.263484
E02002504,54.556775,-1.252037
E02002505,54.551943,-1.200888
E02002506,54.551979,-1.226447
E02002507,54.547338,-1.248833
E02002508,54.541303,-1.257136
E02002509,54.540824,-1.215422
E02002510,54.533241,-1.260131
E02002512,54.524364,-1.196344
E02002513,54.522427,-1.244570
E02002514,54.521091,-1.215862
E02002515,54.615769,-1.065119
E02002516,54.608388,-1.073911
E02002517,54.606891,-1.089777
E02002518,54.603645,-1.052277
E02002519,54.597383,-1.072182
E02002520,54.590149,-1.025220
E02002521,54.581361,-0.978854
E02002523,54.570835,-1.145936
E02002524,54.568173,-0.938769
E02002525,54.561925,-1.139027
E02002526,54.562961,-0.976482
E02002527,54.556600,-0.894722
E02002529,54.551987,-1.154190
E02002530,54.539314,-0.950722
E02002532,54.536581,-1.057986
E02002533,54.529053,-1.070066
E02002534,54.527597,-1.053834
E02002535,54.622102,-1.287290
E02002536,54.610705,-1.295442
E02002537,54.611394,-1.277302
E02002538,54.596321,-1.290527
E02002539,54.610317,-1.351894
E02002540,54.594257,-1.322907
E02002541,54.588903,-1.313145
E02002542,54.586641,-1.336536
E02002543,54.584331,-1.353177
E02002544,54.580732,-1.308580
E02002545,54.574502,-1.361702
E02002546,54.572060,-1.326407
E02002547,54.569135,-1.348298
E02002549,54.562212,-1.360937
E02002550,54.558198,-1.337848
E02002551,54.553311,-1.300287
E02002552,54.547045,-1.292664
E02002553,54.540002,-1.299468
E02002554,54.531778,-1.295243
E02002555,54.522321,-1.354975
E02002556,54.517760,-1.307314
E02002558,54.497611,-1.352223
E02002559,54.550295,-1.584825
E02002560,54.550636,-1.547953
E02002561,54.547412,-1.524666
E02002562,54.541724,-1.550650
E02002563,54.540896,-1.528416
E02002564,54.538994,-1.583281
E02002567,54.528666,-1.530155
E02002568,54.524601,-1.570521
E02002569,54.525517,-1.586948
E02002570,54.519011,-1.538402
E02002571,54.514833,-1.527046
E02002572,54.515172,-1.552670
E02002573,54.511916,-1.474002
E02002574,53.386549,-2.725170
E02002575,53.381321,-2.749888
E02002576,53.374278,-2.713779
E02002577,53.374211,-2.771040
E02002578,53.373165,-2.733311
E02002579,53.367920,-2.760589
E02002580,53.364482,-2.730906
E02002581,53.355237,-2.774448
E02002582,53.338061,-2.661718
E02002583,53.336957,-2.686791
E02002584,53.336020,-2.719652
E02002585,53.336030,-2.739499
E02002586,53.329331,-2.709765
E02002587,53.322201,-2.665821
E02002588,53.322215,-2.686419
E02002589,53.318961,-2.710117
E02002590,53.452032,-2.527871
E02002591,53.449859,-2.513074
E02002592,53.431626,-2.648482
E02002593,53.423324,-2.532502
E02002594,53.420097,-2.515895
E02002595,53.415501,-2.588371
E02002596,53.416007,-2.555729
E02002597,53.411327,-2.572743
E02002598,53.402178,-2.645486
E02002599,53.401950,-2.629714
E02002600,53.401896,-2.581518
E02002601,53.400548,-2.559618
E02002602,53.400365,-2.607654
E02002603,53.399153,-2.531086
E02002604,53.394164,-2.660540
E02002605,53.389210,-2.632638
E02002606,53.389892,-2.582189
E02002607,53.386260,-2.600328
E02002608,53.384080,-2.656903
E02002609,53.383340,-2.559092
E02002610,53.381508,-2.474451
E02002611,53.377366,-2.545132
E02002612,53.369387,-2.575797
E02002613,53.355416,-2.557641
E02002614,53.353453,-2.572107
E02002615,53.768197,-2.476397
E02002616,53.756749,-2.503394
E02002617,53.759024,-2.469388
E02002618,53.757029,-2.484072
E02002619,53.748608,-2.500426
E02002620,53.748445,-2.483844
E02002621,53.744436,-2.465616
E02002622,53.745977,-2.449557
E02002623,53.736261,-2.495567
E02002624,53.728209,-2.527544
E02002625,53.730557,-2.470020
E02002626,53.728636,-2.507376
E02002627,53.722299,-2.487724
E02002628,53.706363,-2.480531
E02002629,53.698169,-2.458793
E02002630,53.697815,-2.471327
E02002631,53.685338,-2.456523
E02002632,53.656320,-2.410520
E02002633,53.869868,-3.037961
E02002634,53.856978,-3.029360
E02002635,53.852111,-3.046907
E02002636,53.842602,-3.031406
E02002637,53.834100,-3.040164
E02002638,53.830873,-3.051609
E02002639,53.830928,-3.017318
E02002640,53.825352,-3.043497
E02002641,53.822618,-3.028062
E02002642,53.816187,-3.044751
E02002643,53.811136,-3.039696
E02002644,53.807169,-3.024128
E02002645,53.801604,-3.051112
E02002646,53.800994,-3.002916
E02002647,53.800637,-3.038040
E02002648,53.797919,-3.026669
E02002649,53.787855,-3.048783
E02002650,53.787527,-3.023562
E02002651,53.783116,-3.039301
E02002653,53.791180,-0.328199
E02002654,53.787288,-0.381350
E02002655,53.787365,-0.312072
E02002656,53.786700,-0.358749
E02002657,53.784274,-0.336634
E02002658,53.780851,-0.302486
E02002659,53.780055,-0.375813
E02002660,53.775845,-0.260996
E02002661,53.774780,-0.272886
E02002662,53.773650,-0.288048
E02002663,53.772250,-0.359229
E02002664,53.771256,-0.310302
E02002665,53.766705,-0.381358
E02002666,53.764246,-0.353066
E02002667,53.761617,-0.317540
E02002668,53.762242,-0.273967
E02002669,53.760902,-0.362579
E02002670,53.760532,-0.397579
E02002671,53.758294,-0.291922
E02002672,53.757002,-0.255872
E02002673,53.756294,-0.303000
E02002674,53.755058,-0.410559
E02002675,53.754157,-0.349465
E02002676,53.753201,-0.370731
E02002677,53.749583,-0.315325
E02002678,53.746982,-0.383751
E02002679,53.744328,-0.399839
E02002680,53.742629,-0.347103
E02002681,53.739926,-0.366742
E02002682,53.736456,-0.387982
E02002684,54.103482,-0.193350
E02002685,54.096648,-0.183721
E02002686,54.090974,-0.210421
E02002687,54.088030,-0.193019
E02002688,54.081387,-0.197354
E02002689,54.076579,-0.325755
E02002691,53.994042,-0.464216
E02002692,53.982713,-0.903115
E02002693,53.943560,-0.268234
E02002694,53.931037,-0.778117
E02002695,53.909624,-0.169127
E02002696,53.881224,-0.472197
E02002697,53.872462,-0.315835
E02002698,53.862996,-0.667107
E02002699,53.853663,-0.434520
E02002700,53.847105,-0.420554
E02002701,53.843700,-0.808055
E02002702,53.840561,-0.420832
E02002703,53.827960,-0.438608
E02002704,53.799158,-0.208145
E02002705,53.780166,-0.432364
E02002706,53.778919,-0.398230
E02002707,53.770416,-0.602289
E02002708,53.777626,-0.417296
E02002709,53.760781,-0.708059
E02002710,53.752919,-0.434576
E02002711,53.752031,-0.452606
E02002712,53.742691,-0.198239
E02002714,53.724740,-0.082801
E02002715,53.730233,-0.563955
E02002716,53.724835,-0.176781
E02002717,53.728568,-0.432052
E02002718,53.730758,-0.499183
E02002719,53.726420,-0.444730
E02002720,53.723999,-0.864550
E02002721,53.724451,-0.841575
E02002722,53.723160,0.033355
E02002723,53.706894,-0.881170
E02002724,53.706080,-0.868323
E02002725,53.689043,-1.025021
E02002726,53.614347,-0.215492
E02002727,53.569094,-0.068319
E02002728,53.568762,-0.095444
E02002729,53.571184,-0.130204
E02002730,53.569081,-0.050669
E02002731,53.566365,-0.062379
E02002732,53.573325,-0.170273
E02002733,53.563912,-0.101585
E02002734,53.562903,-0.116083
E02002736,53.560053,-0.073732
E02002737,53.559432,-0.057925
E02002738,53.555047,-0.132618
E02002739,53.553526,-0.031929
E02002740,53.553712,-0.113201
E02002741,53.554251,-0.085008
E02002743,53.548540,-0.044511
E02002744,53.547461,-0.104834
E02002745,53.534277,-0.022245
E02002746,53.535693,-0.099363
E02002747,53.526202,-0.064016
E02002748,53.514929,-0.106937
E02002749,53.683781,-0.441920
E02002750,53.679321,-0.369292
E02002751,53.657006,-0.602257
E02002752,53.617791,-0.327390
E02002753,53.603758,-0.686869
E02002754,53.605739,-0.823889
E02002755,53.598329,-0.655816
E02002756,53.593278,-0.658585
E02002757,53.590304,-0.672753
E02002758,53.582471,-0.643955
E02002759,53.559329,-0.483785
E02002760,53.576135,-0.669047
E02002761,53.569573,-0.549845
E02002762,53.570909,-0.653713
E02002763,53.567127,-0.629870
E02002764,53.567117,-0.677128
E02002765,53.563217,-0.656832
E02002766,53.559042,-0.638095
E02002767,53.553434,-0.661674
E02002768,53.532155,-0.826243
E02002769,53.529537,-0.648158
E02002770,53.493697,-0.555179
E02002771,53.490848,-0.840184
E02002772,54.034050,-1.038674
E02002773,54.016316,-1.072456
E02002774,54.013390,-1.083406
E02002775,53.992743,-1.069268
E02002776,53.984805,-1.062254
E02002777,53.982904,-1.102658
E02002778,53.979075,-1.107926
E02002779,53.970935,-1.053057
E02002780,53.973389,-1.087967
E02002781,53.968954,-1.072471
E02002782,53.979729,-1.149983
E02002783,53.963116,-1.128266
E02002784,53.958203,-1.079045
E02002785,53.958114,-1.038450
E02002786,53.956807,-1.053569
E02002787,53.955866,-1.117992
E02002788,53.954321,-1.100092
E02002789,53.947505,-1.132758
E02002790,53.948955,-1.073425
E02002791,53.955407,-0.974408
E02002792,53.943399,-1.094324
E02002793,53.938371,-1.124713
E02002794,53.942190,-1.050199
E02002795,53.915733,-1.126715
E02002796,52.953989,-1.485710
E02002797,52.946301,-1.497904
E02002798,52.945313,-1.429861
E02002799,52.940932,-1.450838
E02002800,52.936109,-1.487151
E02002801,52.934806,-1.435151
E02002802,52.931310,-1.452410
E02002803,52.928194,-1.483778
E02002804,52.925901,-1.521852
E02002805,52.923988,-1.400642
E02002806,52.924350,-1.498965
E02002807,52.922616,-1.428970
E02002808,52.918014,-1.488720
E02002809,52.915679,-1.401156
E02002810,52.914647,-1.542241
E02002811,52.909697,-1.483042
E02002812,52.909827,-1.503913
E02002813,52.908222,-1.472147
E02002814,52.905060,-1.541471
E02002815,52.903812,-1.482627
E02002816,52.898451,-1.522080
E02002817,52.898347,-1.502511
E02002818,52.897492,-1.484816
E02002819,52.896172,-1.423128
E02002820,52.896052,-1.436509
E02002821,52.893915,-1.455234
E02002822,52.888149,-1.500991
E02002823,52.887453,-1.426113
E02002824,52.881605,-1.489517
E02002825,52.875383,-1.447457
E02002826,52.871860,-1.434039
E02002827,52.672842,-1.163426
E02002828,52.666973,-1.093342
E02002829,52.663266,-1.140841
E02002830,52.659251,-1.161673
E02002831,52.657830,-1.100418
E02002832,52.653399,-1.123221
E02002833,52.654861,-1.113690
E02002834,52.649599,-1.147104
E02002836,52.648863,-1.117844
E02002837,52.646595,-1.098486
E02002838,52.644166,-1.168053
E02002839,52.643191,-1.067725
E02002842,52.639041,-1.151158
E02002843,52.639042,-1.106376
E02002844,52.636425,-1.116507
E02002845,52.635567,-1.085276
E02002846,52.634673,-1.166243
E02002847,52.632204,-1.098737
E02002848,52.629573,-1.111512
E02002849,52.629233,-1.151251
E02002851,52.627634,-1.067923
E02002852,52.625462,-1.185451
E02002853,52.623589,-1.103768
E02002854,52.624667,-1.166813
E02002855,52.620917,-1.152928
E02002856,52.615895,-1.116852
E02002857,52.610052,-1.140263
E02002858,52.607189,-1.105770
E02002860,52.600065,-1.152892
E02002861,52.598373,-1.135028
E02002862,52.589056,-1.152127
E02002863,52.719553,-0.644819
E02002864,52.677860,-0.743508
E02002865,52.670033,-0.728404
E02002866,52.632862,-0.552050
E02002867,52.590547,-0.723930
E02002868,53.008623,-1.174496
E02002869,53.007225,-1.198040
E02002871,52.998565,-1.188339
E02002872,52.997213,-1.207391
