code,lat,lon
E02000321,51.485927,0.077557
E02000323,51.483928,0.069769
E02000324,51.482932,0.036506
E02000326,51.481586,0.028020
E02000327,51.479928,0.063110
E02000328,51.480576,0.013393
E02000329,51.476632,0.087267
E02000331,51.474658,0.040979
E02000332,51.474597,0.068437
E02000333,51.471668,0.019915
E02000334,51.468394,0.038506
E02000335,51.462556,0.058307
E02000337,51.459178,0.042008
E02000339,51.456143,0.055957
E02000340,51.447881,0.062708
E02000341,51.446561,0.035497
E02000342,51.443948,0.080709
E02000343,51.432695,0.054052
E02000344,51.432554,0.066969
E02000345,51.574161,-0.070182
E02000346,51.571450,-0.091499
E02000347,51.570282,-0.080918
E02000348,51.569427,-0.069271
E02000350,51.564165,-0.068031
E02000351,51.564297,-0.097229
E02000352,51.563659,-0.084269
E02000353,51.560731,-0.075447
E02000354,51.557562,-0.060552
E02000355,51.556206,-0.050402
E02000356,51.555893,-0.085435
E02000357,51.553201,-0.034938
E02000358,51.554237,-0.075763
E02000359,51.552458,-0.040925
E02000360,51.550888,-0.063546
E02000361,51.547471,-0.055018
E02000362,51.546176,-0.033202
E02000363,51.546038,-0.046153
E02000364,51.544925,-0.066457
E02000366,51.540627,-0.044587
E02000367,51.538727,-0.054648
E02000368,51.536525,-0.067629
E02000369,51.536350,-0.079596
E02000370,51.531765,-0.091077
E02000372,51.516966,-0.237697
E02000373,51.512694,-0.233226
E02000374,51.509363,-0.240765
E02000375,51.507621,-0.226229
E02000376,51.503930,-0.231262
E02000377,51.503760,-0.240395
E02000378,51.501818,-0.220402
E02000379,51.501693,-0.248300
E02000380,51.498673,-0.230510
E02000381,51.498135,-0.217238
E02000382,51.493988,-0.240140
E02000383,51.493102,-0.209869
E02000384,51.491958,-0.227604
E02000385,51.488781,-0.210793
E02000386,51.487080,-0.204941
E02000387,51.485005,-0.215134
E02000388,51.483112,-0.199298
E02000389,51.481626,-0.221482
E02000390,51.480354,-0.209217
E02000391,51.476926,-0.192713
E02000392,51.476512,-0.203233
E02000393,51.476151,-0.212227
E02000394,51.472414,-0.185479
E02000395,51.470771,-0.208400
E02000396,51.469266,-0.193221
E02000397,51.605515,-0.116225
E02000398,51.603537,-0.058811
E02000400,51.604461,-0.126321
E02000401,51.603513,-0.089695
E02000402,51.602926,-0.081188
E02000403,51.602364,-0.109704
E02000404,51.600832,-0.099812
E02000405,51.598984,-0.131682
E02000406,51.596491,-0.100416
E02000407,51.595312,-0.073953
E02000408,51.595539,-0.065536
E02000409,51.594654,-0.084271
E02000410,51.595240,-0.143517
E02000411,51.590091,-0.058818
E02000412,51.593267,-0.107942
E02000413,51.592590,-0.153240
E02000414,51.591069,-0.079133
E02000415,51.589680,-0.096535
E02000416,51.588622,-0.118583
E02000417,51.587605,-0.142863
E02000418,51.586518,-0.128538
E02000419,51.585825,-0.103938
E02000420,51.585485,-0.078982
E02000421,51.585462,-0.068031
E02000422,51.583259,-0.086432
E02000423,51.581809,-0.096481
E02000424,51.581034,-0.114850
E02000425,51.578207,-0.069263
E02000426,51.578691,-0.153729
E02000427,51.578012,-0.101324
E02000428,51.577217,-0.083239
E02000429,51.577787,-0.131038
E02000430,51.577453,-0.119435
E02000431,51.573384,-0.140757
E02000432,51.571855,-0.109086
E02000433,51.619295,-0.310350
E02000434,51.610912,-0.293526
E02000435,51.613352,-0.323077
E02000436,51.611900,-0.369851
E02000437,51.606438,-0.338919
E02000438,51.607427,-0.364473
E02000439,51.604546,-0.279025
E02000440,51.603476,-0.312819
E02000441,51.601322,-0.395087
E02000442,51.598594,-0.284683
E02000443,51.599282,-0.338851
E02000444,51.597134,-0.301306
E02000445,51.595273,-0.330811
E02000447,51.593935,-0.352317
E02000448,51.593186,-0.381707
E02000449,51.590694,-0.292726
E02000451,51.586808,-0.367995
E02000452,51.586461,-0.337022
E02000453,51.584860,-0.351491
E02000454,51.583255,-0.384047
E02000455,51.581045,-0.331172
E02000456,51.578631,-0.350614
E02000457,51.576596,-0.368553
E02000459,51.568579,-0.353622
E02000460,51.567364,-0.366119
E02000461,51.567031,-0.339714
E02000462,51.561014,-0.359057
E02000463,51.560103,-0.374626
E02000464,51.611857,0.217913
E02000465,51.604938,0.236143
E02000466,51.605626,0.172008
E02000467,51.604072,0.218086
E02000468,51.602553,0.158729
E02000469,51.598081,0.208787
E02000470,51.594674,0.233630
E02000471,51.593953,0.181299
E02000472,51.591640,0.169436
E02000473,51.585541,0.225094
E02000474,51.584412,0.162404
E02000475,51.582983,0.208187
E02000476,51.579197,0.181588
E02000477,51.573550,0.206199
E02000478,51.571808,0.229951
E02000479,51.571379,0.191509
E02000480,51.570338,0.169899
E02000481,51.566537,0.271440
E02000482,51.562851,0.258143
E02000483,51.562185,0.218515
E02000484,51.561772,0.195679
E02000485,51.557424,0.235996
E02000486,51.552989,0.207267
E02000487,51.549346,0.248615
E02000488,51.547131,0.212242
E02000489,51.546695,0.195944
E02000490,51.536545,0.193550
E02000491,51.527559,0.180757
E02000492,51.523510,0.211580
E02000493,51.517194,0.198540
E02000494,51.613074,-0.429087
E02000495,51.605435,-0.415687
E02000496,51.602745,-0.481347
E02000497,51.589360,-0.408300
E02000498,51.580510,-0.437546
E02000499,51.577810,-0.394536
E02000500,51.576107,-0.420022
E02000501,51.570875,-0.400992
E02000502,51.566292,-0.423888
E02000503,51.565014,-0.406052
E02000504,51.564591,-0.449740
E02000506,51.553070,-0.459342
E02000507,51.545287,-0.443007
E02000508,51.541454,-0.472082
E02000509,51.538349,-0.483150
E02000510,51.533944,-0.454901
E02000511,51.531091,-0.424015
E02000512,51.529927,-0.444706
E02000513,51.528494,-0.397400
E02000514,51.523305,-0.412861
E02000515,51.520830,-0.476596
E02000516,51.519715,-0.390642
E02000517,51.520269,-0.435077
E02000518,51.517598,-0.462876
E02000519,51.515533,-0.410513
E02000520,51.510606,-0.419129
E02000521,51.504413,-0.457969
E02000522,51.503985,-0.471973
E02000523,51.499571,-0.423182
E02000524,51.489251,-0.466698
E02000525,51.488185,-0.430164
E02000526,51.492788,-0.250764
E02000529,51.488949,-0.376381
E02000530,51.487441,-0.395180
E02000531,51.487603,-0.310471
E02000532,51.485946,-0.261290
E02000533,51.485956,-0.276435
E02000534,51.481187,-0.336156
E02000535,51.480910,-0.388596
E02000536,51.478863,-0.373884
E02000537,51.477164,-0.356353
E02000538,51.476672,-0.407550
E02000539,51.473286,-0.331436
E02000540,51.471556,-0.350511
E02000541,51.471462,-0.392546
E02000542,51.468014,-0.376313
E02000543,51.466003,-0.364600
E02000544,51.462765,-0.351006
E02000545,51.462028,-0.330698
E02000546,51.461476,-0.379286
E02000547,51.455186,-0.419123
E02000548,51.451084,-0.434722
E02000549,51.449693,-0.401562
E02000550,51.445216,-0.416416
E02000551,51.439579,-0.383462
E02000552,51.437485,-0.420952
E02000553,51.431559,-0.391316
E02000554,51.570709,-0.122233
E02000555,51.568492,-0.130593
E02000556,51.565832,-0.117345
E02000557,51.563225,-0.136462
E02000558,51.562434,-0.111903
E02000559,51.559291,-0.101617
E02000560,51.559692,-0.117712
E02000561,51.557941,-0.130424
E02000562,51.555256,-0.095751
E02000563,51.553222,-0.126795
E02000564,51.552293,-0.113553
E02000565,51.550220,-0.083883
E02000566,51.549411,-0.105679
E02000567,51.545925,-0.087713
E02000568,51.546101,-0.118710
E02000569,51.543083,-0.098148
E02000570,51.541381,-0.109428
E02000571,51.537875,-0.094057
E02000572,51.536756,-0.117260
E02000573,51.534196,-0.101466
E02000574,51.531031,-0.113443
E02000575,51.526034,-0.103880
E02000576,51.525895,-0.094089
E02000577,51.523419,-0.209002
E02000578,51.523000,-0.221081
E02000579,51.517826,-0.218368
E02000580,51.517157,-0.204697
E02000581,51.512662,-0.213993
E02000582,51.511366,-0.198282
E02000583,51.510737,-0.209052
E02000584,51.505487,-0.195692
E02000585,51.500967,-0.209847
E02000586,51.498944,-0.184847
E02000587,51.497846,-0.196356
E02000588,51.495864,-0.162089
E02000589,51.494330,-0.189462
E02000590,51.492246,-0.167359
E02000591,51.492607,-0.198451
E02000592,51.492144,-0.180157
E02000593,51.488955,-0.190729
E02000594,51.486784,-0.162770
E02000595,51.485962,-0.173813
E02000596,51.485706,-0.183859
E02000597,51.481091,-0.180936
E02000598,51.426164,-0.299365
E02000599,51.421177,-0.263319
E02000600,51.417642,-0.284404
E02000601,51.416354,-0.299011
E02000602,51.408836,-0.290492
E02000603,51.406709,-0.276397
E02000604,51.401897,-0.254585
E02000605,51.401273,-0.266147
E02000606,51.401212,-0.303480
E02000607,51.398014,-0.290553
E02000608,51.393538,-0.307113
E02000609,51.389584,-0.260061
E02000610,51.389203,-0.299768
E02000611,51.388271,-0.279443
E02000612,51.386022,-0.249057
E02000613,51.380779,-0.297777
E02000614,51.379244,-0.283378
E02000615,51.370060,-0.301518
E02000616,51.362419,-0.293552
E02000617,51.361289,-0.309947
E02000619,51.492199,-0.111909
E02000620,51.488463,-0.114376
E02000621,51.481403,-0.123576
E02000622,51.479555,-0.111980
E02000623,51.476697,-0.125165
E02000624,51.475530,-0.112620
E02000625,51.471662,-0.131486
E02000626,51.469768,-0.104415
E02000627,51.468654,-0.122217
E02000628,51.467523,-0.113190
E02000629,51.466934,-0.133890
E02000630,51.465452,-0.145205
E02000631,51.464378,-0.098523
E02000632,51.461373,-0.125584
E02000633,51.459413,-0.115236
E02000634,51.459995,-0.133231
E02000635,51.457810,-0.107146
E02000636,51.454869,-0.139531
E02000637,51.452435,-0.117721
E02000638,51.449552,-0.124680
E02000639,51.447369,-0.129801
E02000640,51.446189,-0.139175
E02000641,51.445503,-0.113944
E02000642,51.443387,-0.102652
E02000643,51.439225,-0.125307
E02000644,51.436028,-0.113562
E02000645,51.434347,-0.100776
E02000646,51.434363,-0.129705
E02000647,51.428663,-0.113157
E02000648,51.426062,-0.100104
E02000649,51.426483,-0.131087
E02000650,51.423631,-0.086882
E02000651,51.417757,-0.128074
E02000652,51.415374,-0.138034
E02000653,51.490106,-0.038387
E02000654,51.482983,-0.032598
E02000655,51.479009,-0.047389
E02000657,51.471810,-0.031654
E02000658,51.472182,-0.047309
E02000659,51.467325,-0.008054
E02000660,51.466874,-0.027797
E02000661,51.462326,0.005169
E02000662,51.463259,-0.041978
E02000663,51.463166,-0.020927
E02000665,51.455994,0.002188
E02000666,51.456009,-0.026906
E02000667,51.453236,-0.035360
E02000668,51.449824,0.010575
E02000669,51.449372,-0.004274
E02000670,51.446096,-0.013565
E02000671,51.446541,-0.041556
E02000672,51.446252,-0.024025
E02000673,51.444563,-0.055092
E02000674,51.441382,-0.002614
E02000675,51.441096,0.018393
E02000676,51.439444,-0.041875
E02000677,51.438307,-0.013328
E02000678,51.433939,0.009525
E02000679,51.434147,-0.046609
E02000680,51.434463,-0.061139
E02000681,51.434239,-0.029298
E02000682,51.430740,-0.007351
E02000683,51.430068,0.031436
E02000685,51.428546,-0.061699
E02000686,51.426830,-0.026478
E02000687,51.426100,-0.046849
E02000689,51.435210,-0.197803
E02000690,51.426712,-0.222082
E02000691,51.425158,-0.197983
E02000692,51.421191,-0.214141
E02000693,51.420176,-0.176396
E02000694,51.419723,-0.188549
E02000695,51.417285,-0.153465
E02000696,51.416224,-0.167618
E02000697,51.416092,-0.199368
E02000698,51.413477,-0.234581
E02000699,51.411539,-0.216213
E02000700,51.409304,-0.180690
E02000701,51.409309,-0.159335
E02000702,51.407051,-0.149484
E02000703,51.406767,-0.202552
E02000704,51.407561,-0.229169
E02000705,51.405547,-0.138954
E02000706,51.405739,-0.170315
E02000707,51.398329,-0.131503
E02000708,51.397875,-0.236374
E02000709,51.397775,-0.215488
E02000710,51.397054,-0.173369
E02000711,51.397037,-0.191075
E02000712,51.389844,-0.196057
E02000713,51.386635,-0.220210
E02000714,51.552393,0.022772
E02000715,51.551617,0.060156
E02000716,51.551063,0.044119
E02000717,51.549703,0.050815
E02000718,51.547627,0.062493
E02000719,51.548905,0.012304
E02000720,51.547642,0.033606
E02000721,51.544429,0.027358
E02000722,51.543903,0.013114
E02000723,51.543002,0.052412
E02000724,51.543086,0.041648
E02000725,51.542959,0.003272
E02000727,51.539413,0.036927
E02000728,51.538592,0.058955
E02000729,51.536697,0.021344
E02000730,51.537772,0.029910
E02000731,51.534423,0.050577
E02000732,51.533776,0.042109
E02000733,51.534006,0.008178
E02000734,51.533780,0.017352
E02000735,51.531235,0.031787
E02000736,51.531734,0.063806
E02000737,51.528716,0.057189
E02000738,51.528641,0.042699
E02000739,51.527533,0.024307
E02000740,51.525512,0.011408
E02000741,51.525871,0.034721
E02000742,51.522315,0.052427
E02000743,51.520280,0.014570
E02000744,51.519117,0.023059
E02000745,51.516341,0.040327
E02000746,51.511860,0.067064
E02000747,51.512196,0.015709
E02000748,51.513206,0.051111
E02000749,51.513007,0.027821
E02000751,51.611855,0.028437
E02000752,51.611116,0.115348
E02000753,51.609900,0.099555
E02000754,51.608301,0.040146
E02000755,51.604568,0.052835
E02000756,51.601349,0.084020
E02000757,51.597568,0.022146
E02000758,51.595136,0.061229
E02000759,51.594899,0.035131
E02000760,51.593155,0.075067
E02000762,51.582097,0.064452
E02000763,51.580554,0.095262
E02000764,51.582246,0.023045
E02000765,51.579600,0.071474
E02000767,51.578465,0.082231
E02000768,51.576421,0.031867
E02000770,51.571920,0.092731
E02000772,51.570616,0.111836
E02000773,51.569098,0.082238
E02000774,51.568246,0.099775
E02000776,51.565472,0.075754
E02000777,51.563673,0.034025
E02000779,51.562077,0.064729
E02000781,51.554111,0.097360
E02000782,51.551702,0.071744
E02000783,51.546840,0.077544
E02000784,51.480882,-0.239272
E02000785,51.475773,-0.287698
E02000786,51.469030,-0.253969
E02000787,51.468470,-0.284603
E02000788,51.465152,-0.268155
E02000789,51.460048,-0.293778
E02000790,51.457720,-0.322451
E02000791,51.456950,-0.300134
E02000792,51.454172,-0.313310
E02000793,51.453921,-0.360192
E02000794,51.452550,-0.336621
E02000795,51.444031,-0.296689
E02000796,51.449428,-0.373329
E02000797,51.446537,-0.333617
E02000798,51.442163,-0.354652
E02000799,51.439411,-0.337902
E02000800,51.435876,-0.316470
E02000801,51.431238,-0.339336
E02000802,51.428688,-0.354146
E02000803,51.427702,-0.377248
E02000804,51.425633,-0.334425
E02000805,51.420050,-0.316852
E02000806,51.417463,-0.370889
E02000807,51.503396,-0.043891
E02000808,51.502595,-0.096604
E02000810,51.497612,-0.069994
E02000812,51.497513,-0.086103
E02000813,51.497916,-0.051441
E02000814,51.496827,-0.037590
E02000815,51.496012,-0.095545
E02000816,51.490781,-0.064622
E02000817,51.490873,-0.056031
E02000818,51.491275,-0.092086
E02000819,51.489155,-0.072759
E02000820,51.488490,-0.102433
E02000821,51.487360,-0.081866
E02000822,51.487643,-0.090428
E02000823,51.483052,-0.098083
E02000824,51.480671,-0.066594
E02000825,51.478204,-0.078361
E02000826,51.477026,-0.086651
E02000827,51.476726,-0.096476
E02000828,51.475283,-0.066345
E02000829,51.473763,-0.057496
E02000830,51.470119,-0.083460
E02000831,51.467619,-0.071446
E02000832,51.465004,-0.059265
E02000833,51.463107,-0.085746
E02000834,51.458839,-0.070446
E02000835,51.457634,-0.051284
E02000836,51.455115,-0.076445
E02000837,51.453188,-0.092565
E02000838,51.448725,-0.067987
E02000839,51.430361,-0.081119
E02000840,51.385841,-0.171576
E02000841,51.383144,-0.186252
E02000842,51.381007,-0.210408
E02000843,51.378498,-0.160460
E02000844,51.377009,-0.171504
E02000845,51.380006,-0.237982
E02000846,51.374946,-0.194633
E02000847,51.375042,-0.230558
E02000848,51.370848,-0.218044
E02000849,51.368055,-0.152486
E02000850,51.367607,-0.132162
E02000851,51.367198,-0.191178
E02000852,51.366422,-0.180789
E02000853,51.366639,-0.204770
E02000854,51.363019,-0.168457
E02000855,51.359689,-0.216745
E02000856,51.359240,-0.146966
E02000857,51.357518,-0.197956
E02000858,51.355571,-0.131874
E02000859,51.354342,-0.155867
E02000860,51.355413,-0.188396
E02000861,51.351060,-0.178556
E02000863,51.344595,-0.146407
E02000864,51.535538,-0.028835
E02000865,51.532036,-0.054633
E02000866,51.531256,-0.036200
E02000867,51.530806,-0.023756
E02000868,51.530275,-0.062672
E02000869,51.528533,-0.072256
E02000870,51.527893,-0.048770
E02000871,51.525380,-0.014848
E02000872,51.525226,-0.068877
E02000873,51.526382,-0.042057
E02000874,51.524365,-0.052973
E02000875,51.521337,-0.020670
E02000876,51.522331,-0.058817
E02000877,51.519696,-0.028874
E02000878,51.518758,-0.070817
E02000879,51.516890,-0.048777
E02000880,51.517103,-0.054772
E02000881,51.516485,-0.010328
E02000882,51.517162,-0.038835
E02000883,51.513483,-0.014641
E02000884,51.513987,-0.066654
E02000885,51.512385,-0.053324
E02000886,51.512170,-0.032403
E02000887,51.511995,-0.022445
E02000888,51.510977,-0.047712
E02000889,51.508682,-0.063512
E02000890,51.505026,-0.059094
E02000893,51.491873,-0.006849
E02000894,51.489996,-0.020037
E02000895,51.634377,-0.009740
E02000896,51.630338,0.004102
E02000897,51.620140,0.008413
E02000898,51.619721,-0.005485
E02000899,51.618376,-0.017989
E02000900,51.611806,-0.024557
E02000901,51.607416,0.002239
E02000902,51.605112,-0.011022
E02000903,51.598085,-0.032525
E02000904,51.595404,-0.003852
E02000905,51.593239,-0.018723
E02000906,51.590569,-0.027839
E02000907,51.588313,-0.005356
E02000908,51.589222,-0.037909
E02000909,51.582636,-0.004309
E02000910,51.581936,-0.018396
E02000911,51.581426,-0.030993
E02000912,51.575485,-0.027622
E02000913,51.574057,-0.003576
E02000914,51.573862,-0.013372
E02000915,51.571252,0.005623
E02000916,51.569211,-0.028079
E02000917,51.566370,-0.008109
E02000918,51.564979,0.011723
E02000919,51.561799,-0.004242
E02000920,51.561469,-0.013993
E02000921,51.556428,0.001909
E02000922,51.555753,0.011661
E02000923,51.477192,-0.164648
E02000925,51.473362,-0.163404
E02000926,51.471386,-0.174706
E02000927,51.467722,-0.153868
E02000928,51.466915,-0.222583
E02000929,51.465746,-0.176392
E02000930,51.465214,-0.165831
E02000931,51.461954,-0.158469
E02000932,51.460757,-0.202034
E02000933,51.461536,-0.229561
E02000934,51.460514,-0.179149
E02000935,51.454861,-0.249122
E02000936,51.456382,-0.215161
E02000937,51.455046,-0.165954
