code,lat,lon
E07000177,51.964013,-1.279008
E07000178,51.750363,-1.230908
E07000179,51.624442,-1.080103
E07000180,51.660805,-1.364325
E07000181,51.815201,-1.502137
E07000187,51.195911,-2.536084
E07000188,51.174400,-2.965813
E07000189,50.965471,-2.707685
E07000192,52.712193,-1.990558
E07000193,52.830431,-1.700084
E07000194,52.679586,-1.845691
E07000195,53.028943,-2.256586
E07000196,52.622098,-2.136753
E07000197,52.836933,-2.129551
E07000198,53.057198,-2.053477
E07000199,52.623748,-1.675499
E07000200,52.043890,0.877425
E07000202,52.055732,1.156768
E07000203,52.222517,1.042530
E07000207,51.375276,-0.386382
E07000208,51.348862,-0.262530
E07000209,51.250646,-0.589320
E07000210,51.257611,-0.328539
E07000211,51.254085,-0.190900
E07000212,51.393506,-0.525830
E07000213,51.424473,-0.459001
E07000214,51.332526,-0.706160
E07000215,51.252604,-0.060650
E07000216,51.172989,-0.688151
E07000217,51.319449,-0.562754
E07000218,52.555946,-1.614234
E07000219,52.504920,-1.476783
E07000220,52.376349,-1.280672
E07000221,52.204871,-1.695537
E07000222,52.300922,-1.560688
E07000223,50.834260,-0.290676
E07000224,50.808621,-0.594599
E07000225,50.892950,-0.770097
E07000226,51.111935,-0.187551
E07000227,51.013056,-0.355936
E07000228,51.025369,-0.100835
E07000229,50.823430,-0.392794
E07000234,52.362046,-2.026999
E07000235,52.150829,-2.315122
E07000236,52.296702,-1.929268
E07000237,52.196139,-2.211491
E07000238,52.160462,-2.046333
E07000239,52.376187,-2.265630
E07000240,51.766109,-0.331903
E07000241,51.779090,-0.200501
E07000242,51.841829,0.020900
E07000243,51.904485,-0.182029
E07000244,52.272503,1.511047
E07000245,52.248211,0.593964
E07000246,51.056393,-3.211712
E08000001,53.575839,-2.448588
E08000002,53.574733,-2.304790
E08000003,53.455937,-2.228711
E08000004,53.543634,-2.107751
E08000005,53.602617,-2.168891
E08000006,53.497058,-2.334091
E08000007,53.396992,-2.152349
E08000008,53.474979,-2.086850
E08000009,53.423079,-2.336081
E08000010,53.524758,-2.588752
E08000011,53.425370,-2.847447
E08000012,53.409617,-2.924311
E08000013,53.453458,-2.718485
E08000014,53.540099,-2.996549
E08000015,53.379790,-3.062100
E08000016,53.548915,-1.453649
E08000017,53.527370,-1.119329
E08000018,53.426356,-1.314523
E08000019,53.381770,-1.465578
E08000021,54.989491,-1.632474
E08000022,55.022920,-1.504117
E08000023,54.970071,-1.444836
E08000024,54.890458,-1.442049
E08000025,52.476203,-1.884009
E08000026,52.415176,-1.509696
E08000027,52.485349,-2.112570
E08000028,52.513352,-2.007916
E08000029,52.436945,-1.773731
E08000030,52.599029,-1.982250
E08000031,52.589293,-2.119896
E08000032,53.819654,-1.799084
E08000033,53.718333,-1.889691
E08000034,53.662484,-1.733577
E08000035,53.810804,-1.550740
E08000036,53.673836,-1.420162
E08000037,54.941593,-1.633336
E09000001,51.519150,-0.094719
E09000002,51.546906,0.128296
E09000003,51.608331,-0.204811
E09000004,51.461747,0.133452
E09000005,51.556255,-0.261828
E09000006,51.390532,0.032394
E09000007,51.542808,-0.156440
E09000008,51.369778,-0.087940
E09000009,51.519058,-0.328500
E09000010,51.640354,-0.078844
E09000011,51.475481,0.054827
E09000012,51.552067,-0.067128
E09000013,51.491268,-0.218391
E09000014,51.589960,-0.102588
E09000015,51.590350,-0.341428
E09000016,51.571278,0.206638
E09000017,51.543280,-0.434278
E09000018,51.470349,-0.356630
E09000019,51.549404,-0.110093
E09000020,51.500719,-0.192897
E09000021,51.394984,-0.285468
E09000022,51.455118,-0.119321
E09000023,51.450236,-0.021713
E09000024,51.409545,-0.190511
E09000025,51.532791,0.032991
E09000026,51.579110,0.073302
E09000027,51.447952,-0.320250
E09000028,51.480365,-0.076137
E09000029,51.366204,-0.182427
E09000030,51.516246,-0.037916
E09000031,51.588528,-0.010786
E09000032,51.451170,-0.180205
E09000033,51.514854,-0.167023
W06000001,53.283632,-4.366518
W06000002,52.996256,-4.150099
W06000003,53.277251,-3.745887
W06000004,53.228625,-3.396071
W06000005,53.204142,-3.110598
W06000006,53.032677,-3.008118
W06000008,52.259165,-4.203189
W06000009,51.783459,-4.908893
W06000010,51.797457,-4.158692
W06000011,51.639293,-3.980145
W06000012,51.660823,-3.784593
W06000013,51.540579,-3.608980
W06000014,51.425728,-3.306785
W06000015,51.501831,-3.187339
W06000016,51.626835,-3.409865
W06000018,51.642458,-3.201558
W06000019,51.767924,-3.192159
W06000020,51.680420,-3.037937
W06000021,51.713633,-2.845000
W06000022,51.589092,-2.991940
W06000023,52.343689,-3.339538
W06000024,51.733253,-3.362657
